0,1,2,3,4,5,6,7,8,9,date
36,LBW Lebowskis,LBW,"$9,326.64",$0.01526,611.238 LBW,"0,18%","49,52%","236,51%",,2013_08_11
37,CSC CasinoCoin,CSC,"$7,667.76",$0.003744,2.047.850 CSC,"8,26%","2,87%","-50,39%",,2013_08_11
38,EMD Emerald Crypto,EMD,"$6,647.35",$0.00442,1.503.755 EMD,"-1,04%","17,47%","-22,08%",,2013_08_11
39,SPT Spots,SPT,"$6,637.76",$0.01356,489.559 SPT,"0,18%","-34,08%","48,77%",,2013_08_11
40,MEM Memecoin,MEM,"$6,189.61",$0.0002411,25.673.450 MEM,"9,77%","14,86%","-2,12%",,2013_08_11
41,XNC XenCoin,XNC,"$5,307.16",$0.00003327,159.515.856 XNC,"0,75%","10,96%","-7,08%",,2013_08_11
42,GLC GlobalCoin,GLC,"$5,292.93",$0.0003696,14.320.700 GLC,"0,18%","5,80%","-43,19%",,2013_08_11
43,SBC StableCoin,SBC,"$4,134.11",$0.0009775,4.229.055 SBC,"0,18%","-10,86%","-31,99%",,2013_08_11
44,NBL Nibble,NBL,"$3,958.04",$0.004201,942.154 NBL,"0,18%","-15,94%","-3,11%",,2013_08_11
45,DBL Doubloons,DBL,"$2,749.47",$0.005087,540.490 DBL,"4,19%","10,37%","0,68%",,2013_08_11
46,HYC Hypercoin,HYC,"$2,503.12",$0.004887,512.150 HYC,"-3,77%","-8,72%","1,32%",,2013_08_11
47,ELC Elacoin,ELC,"$1,895.17",$0.0841,22.533 ELC,"0,18%","-7,37%","-28,84%",,2013_08_11
48,EZC EZCoin,EZC,"$1,559.03",$0.0002411,6.466.571 EZC,"1,77%","15,76%","-8,48%",,2013_08_11
49,JKC Junkcoin,JKC,"$1,446.99",$0.0002185,6.621.350 JKC,"-0,53%",--,"-26,29%",,2013_08_11
1,BTC Bitcoin,BTC,"$1,313,544,012.50",$113.50,11.573.075  BTC,"-0,16  %","0,54  %","8,50  %",,2013_08_18
2,LTC Litecoin,LTC,"$57,197,936.54",$2.7978,20.444.080  LTC,"-0,30  %","-0,34  %","4,84  %",,2013_08_18
3,XRP XRP,XRP,"$43,916,495.73",$0.005617,7.817.889.792  XRP,"-2,00  %","-0,88  %","27,81  %",,2013_08_18
4,NMC Namecoin,NMC,"$4,320,531.60",$0.681,6.344.393  NMC,"-0,33  %","0,39  %","1,47  %",,2013_08_18
5,PPC Peercoin,PPC,"$3,363,135.65",$0.168,20.021.048  PPC,"0,52  %","-0,41  %","7,53  %",,2013_08_18
6,FTC Feathercoin,FTC,"$2,041,295.25",$0.1475,13.834.600  FTC,"-0,42  %","0,60  %","-3,10  %",,2013_08_18
7,NVC Novacoin,NVC,"$1,890,229.07",$5.2664,358.922  NVC,"-0,22  %","-0,43  %","2,99  %",,2013_08_18
8,XPM Primecoin,XPM,"$1,362,819.31",$0.8285,1.644.834  XPM,"3,97  %","-6,99  %","-5,98  %",,2013_08_18
9,TRC Terracoin,TRC,"$710,540.21",$0.1952,3.639.690  TRC,"-0,16  %","0,21  %","7,89  %",,2013_08_18
10,IFC Infinitecoin,IFC,"$385,870.29",$0.00000528,73.139.093.504  IFC,"-1,24  %","35,19  %","350,94  %",,2013_08_18
11,GLC GoldCoin,GLC,"$327,067.37",$0.01264,25.879.596  GLC,"15,93  %","89,61  %","469,23  %",,2013_08_18
12,DVC Devcoin,DVC,"$289,562.33",$0.00005675,5.102.419.968  DVC,"-0,20  %","0,54  %","-0,29  %",,2013_08_18
13,DGC Digitalcoin,DGC,"$251,720.82",$0.03499,7.194.824  DGC,"15,03  %","18,93  %","13,00  %",,2013_08_18
14,FRC Freicoin,FRC,"$197,891.11",$0.008093,24.453.494  FRC,"-0,16  %","16,94  %","16,29  %",,2013_08_18
15,WDC WorldCoin,WDC,"$132,499.67",$0.008058,16.442.226  WDC,"-0,16  %","-2,23  %","-2,51  %",,2013_08_18
16,YAC Yacoin,YAC,"$117,999.80",$0.02077,5.681.125  YAC,"-0,16  %","-4,14  %","-3,64  %",,2013_08_18
17,CBX Bullion,CBX,"$93,795.56",$0.1475,635.687  CBX,"-4,57  %","-14,21  %","22,79  %",,2013_08_18
18,IXC Ixcoin,IXC,"$93,476.22",$0.006305,14.825.906  IXC,"-0,16  %","9,36  %","10,26  %",,2013_08_18
19,MEC Megacoin,MEC,"$93,152.95",$0.005903,15.780.250  MEC,"0,40  %","3,29  %","-4,37  %",,2013_08_18
20,MNC Mincoin,MNC,"$93,107.61",$0.07378,1.262.009  MNC,"-0,16  %","-6,64  %","-4,39  %",,2013_08_18
21,PXC Phoenixcoin,PXC,"$63,024.51",$0.01815,3.472.900 PXC,"1,55%","1,73%","-3,88%",,2013_08_18
22,BQC BBQCoin,BQC,"$62,869.00",$0.002781,22.608.648 BQC,"17,98%","17,30%","6,32%",,2013_08_18
23,FST Fastcoin,FST,"$41,369.38",$0.002206,18.749.380 FST,"10,28%","-3,44%","-10,48%",,2013_08_18
24,FRK Franko,FRK,"$37,025.53",$0.7945,46.602 FRK,"62,11%","63,24%","75,50%",,2013_08_18
25,CNC CHNCoin,CNC,"$35,798.33",$0.00681,5.256.730 CNC,"-0,16%","0,54%","-4,33%",,2013_08_18
26,LKY Luckycoin,LKY,"$28,728.32",$0.004768,6.025.064 LKY,"-0,14%","5,56%","8,11%",,2013_08_18
27,ANC Anoncoin,ANC,"$26,284.27",$0.06356,413.535 ANC,"-0,16%","-2,94%","59,90%",,2013_08_18
28,XNC XenCoin,XNC,"$17,082.23",$0.0001038,164.508.256 XNC,"4,86%","23,68%","206,16%",,2013_08_18
29,BTE Bytecoin,BTE,"$16,368.06",$0.01759,930.400 BTE,"-0,16%","0,70%","-0,93%",,2013_08_18
30,ARG Argentum,ARG,"$13,752.44",$0.03518,390.924 ARG,"9,64%","20,75%","4,91%",,2013_08_18
31,BTB BitBar,BTB,"$12,337.97",$2.4073,5125 BTB,"-0,16%","5,51%","-21,62%",,2013_08_18
32,GLC GlobalCoin,GLC,"$9,588.58",$0.0006685,14.343.100 GLC,"-0,20%","30,13%","62,48%",,2013_08_18
33,ALF AlphaCoin,ALF,"$9,471.43",$0.000849,11.156.250 ALF,"-0,16%","1,62%","-13,53%",,2013_08_18
34,KGC Krugercoin,KGC,"$9,061.50",$0.0009023,10.042.386 KGC,"-0,03%","-13,25%","-9,98%",,2013_08_18
35,MEM Memecoin,MEM,"$8,625.30",$0.0003124,27.611.750 MEM,"-0,27%","4,62%","40,79%",,2013_08_18
36,CSC CasinoCoin,CSC,"$6,652.47",$0.002986,2.227.750 CSC,"-1,84%","-17,35%","-20,99%",,2013_08_18
37,NAN NanoToken,NAN,"$5,757.75",$0.007776,740.462 NAN,"-12,87%","0,51%",--,,2013_08_18
38,NBL Nibble,NBL,"$5,737.49",$0.006017,953.604 NBL,"-0,16%","-6,53%","35,10%",,2013_08_18
39,EZC EZCoin,EZC,"$5,603.18",$0.000813,6.892.321 EZC,"-0,27%","50,84%","247,18%",,2013_08_18
40,CRC CraftCoin,CRC,"$5,109.25",$0.05108,100.032 CRC,"-0,16%","-30,18%","-56,66%",,2013_08_18
41,SPT Spots,SPT,"$4,657.06",$0.007094,656.502 SPT,"-0,16%","-15,09%","-49,89%",,2013_08_18
42,SBC StableCoin,SBC,"$4,575.74",$0.001022,4.479.430 SBC,"-0,16%","-1,75%","5,00%",,2013_08_18
43,EMD Emerald Crypto,EMD,"$4,193.77",$0.002569,1.632.765 EMD,"-0,16%","-15,49%","-46,17%",,2013_08_18
44,HYC Hypercoin,HYC,"$3,836.52",$0.007491,512.150 HYC,"-0,16%","21,09%",--,,2013_08_18
45,DBL Doubloons,DBL,"$3,213.64",$0.005566,577.359 DBL,"-0,27%","-24,28%","12,81%",,2013_08_18
46,ELC Elacoin,ELC,"$1,427.12",$0.06322,22.575 ELC,"-0,16%","-53,34%","-25,88%",,2013_08_18
1,BTC Bitcoin,BTC,"$1,417,199,162.92",$122.11,11.605.825  BTC,"-0,13  %","1,67  %","6,85  %",,2013_08_25
2,LTC Litecoin,LTC,"$53,577,769.50",$2.5936,20.657.380  LTC,"-0,38  %","-3,29  %","-7,70  %",,2013_08_25
3,XRP XRP,XRP,"$47,719,524.89",$0.006104,7.817.889.792  XRP,"-0,13  %","9,90  %","5,69  %",,2013_08_25
4,NMC Namecoin,NMC,"$3,939,439.05",$0.6142,6.413.743  NMC,"-0,63  %","-0,78  %","-9,96  %",,2013_08_25
5,PPC Peercoin,PPC,"$3,531,624.24",$0.1758,20.084.320  PPC,"3,25  %","4,28  %","4,02  %",,2013_08_25
6,FTC Feathercoin,FTC,"$1,885,131.96",$0.1307,14.427.900  FTC,"0,41  %","-0,46  %","-11,61  %",,2013_08_25
7,NVC Novacoin,NVC,"$1,711,800.36",$4.6378,369.099  NVC,"1,15  %","-1,78  %","-12,58  %",,2013_08_25
8,XPM Primecoin,XPM,"$1,298,228.08",$0.7378,1.759.606  XPM,"-0,29  %","-5,39  %","-10,34  %",,2013_08_25
9,TRC Terracoin,TRC,"$628,218.78",$0.1722,3.648.690  TRC,"-0,13  %","-1,82  %","-11,66  %",,2013_08_25
10,IFC Infinitecoin,IFC,"$435,199.15",$0.00000581,74.946.838.528  IFC,"4,64  %","-2,58  %","9,98  %",,2013_08_25
11,DVC Devcoin,DVC,"$308,306.94",$0.00005983,5.152.670.208  DVC,"-0,13  %","1,67  %","6,50  %",,2013_08_25
12,DGC Digitalcoin,DGC,"$248,936.60",$0.03297,7.550.124  DGC,"-0,90  %","-3,16  %","1,41  %",,2013_08_25
13,FRC Freicoin,FRC,"$211,349.14",$0.008471,24.948.742  FRC,"0,45  %","0,24  %","8,97  %",,2013_08_25
14,GLC GoldCoin,GLC,"$170,528.98",$0.006534,26.098.070  GLC,"-6,67  %","-3,13  %","-44,68  %",,2013_08_25
15,WDC WorldCoin,WDC,"$114,698.19",$0.00659,17.404.008  WDC,"3,60  %","6,52  %","-18,98  %",,2013_08_25
16,CBX Bullion,CBX,"$104,095.81",$0.1526,681.969  CBX,"-0,18  %","12,59  %","-1,16  %",,2013_08_25
17,MEC Megacoin,MEC,"$96,327.85",$0.006104,15.780.250  MEC,"1,24  %","-13,79  %","3,06  %",,2013_08_25
18,YAC Yacoin,YAC,"$94,940.73",$0.01587,5.980.733  YAC,"-0,16  %","-2,55  %","-25,96  %",,2013_08_25
19,IXC Ixcoin,IXC,"$93,650.62",$0.006229,15.034.898  IXC,"-0,16  %","-1,45  %","2,26  %",,2013_08_25
20,ANC Anoncoin,ANC,"$73,233.32",$0.1716,426.852  ANC,"-0,16  %","79,02  %","210,02  %",,2013_08_25
21,PXC Phoenixcoin,PXC,"$67,128.49",$0.01933,3.472.950 PXC,"-0,16%","-3,94%","6,61%",,2013_08_25
22,QRK Quark,QRK,"$65,187.33",$0.0003834,170.011.648 QRK,"3,75%",--,--,,2013_08_25
23,FST Fastcoin,FST,"$56,190.49",$0.00276,20.361.020 FST,"-0,55%","14,04%","32,53%",,2013_08_25
24,MNC Mincoin,MNC,"$56,127.27",$0.04396,1.276.781 MNC,"-0,13%","1,67%","-41,36%",,2013_08_25
25,BQC BBQCoin,BQC,"$49,973.09",$0.002174,22.991.184 BQC,"-0,16%","-7,17%","-14,29%",,2013_08_25
26,CNC CHNCoin,CNC,"$40,121.06",$0.007632,5.256.994 CNC,"-2,75%","5,94%","11,55%",,2013_08_25
27,FRK Franko,FRK,"$30,658.91",$0.6112,50.165 FRK,"-0,16%","-3,96%","11,49%",,2013_08_25
28,LKY Luckycoin,LKY,"$27,932.83",$0.004458,6.265.392 LKY,"-0,16%","1,34%","-9,62%",,2013_08_25
29,EZC EZCoin,EZC,"$25,695.56",$0.003489,7.365.271 EZC,"0,56%","-1,96%","371,27%",,2013_08_25
30,MEM Memecoin,MEM,"$25,622.62",$0.0008663,29.576.750 MEM,"0,55%","2,36%","126,18%",,2013_08_25
31,XNC XenCoin,XNC,"$25,155.89",$0.0001475,170.536.048 XNC,"-4,01%","-2,84%","31,65%",,2013_08_25
32,DBL Doubloons,DBL,"$19,786.37",$0.03212,615.928 DBL,"8,65%","10,15%","270,50%",,2013_08_25
33,GME GameCoin,GME,"$18,735.27",$0.0003302,56.732.848 GME,"5,33%",--,--,,2013_08_25
34,BTE Bytecoin,BTE,"$15,650.44",$0.01677,933.200 BTE,"-0,16%","25,15%","-5,30%",,2013_08_25
35,BTB BitBar,BTB,"$12,930.40",$2.4422,5295 BTB,"-0,16%","-15,28%","1,85%",,2013_08_25
36,ARG Argentum,ARG,"$12,459.61",$0.03187,390.924 ARG,"-0,16%","1,71%","1,83%",,2013_08_25
37,ALF AlphaCoin,ALF,"$9,696.55",$0.0008023,12.086.400 ALF,"-0,16%","-3,82%","-5,86%",,2013_08_25
38,CSC CasinoCoin,CSC,"$7,181.49",$0.003023,2.375.250 CSC,"-0,16%","1,71%","-1,36%",,2013_08_25
39,GLC GlobalCoin,GLC,"$7,114.72",$0.0004713,15.094.400 GLC,"-12,61%","9,22%","-19,44%",,2013_08_25
40,NAN NanoToken,NAN,"$5,822.96",$0.007864,740.462 NAN,"-0,16%","-4,96%","-6,23%",,2013_08_25
41,SBC StableCoin,SBC,"$5,763.95",$0.00122,4.724.980 SBC,"29,20%","78,49%","23,38%",,2013_08_25
42,NBL Nibble,NBL,"$5,277.80",$0.005422,973.454 NBL,"-0,16%","1,70%","-17,03%",,2013_08_25
43,SPT Spots,SPT,"$5,166.40",$0.006106,846.181 SPT,"-0,16%","1,66%","-14,50%",,2013_08_25
44,CRC CraftCoin,CRC,"$4,928.93",$0.0464,106.222 CRC,"-1,49%","-19,18%","-20,46%",,2013_08_25
45,EMD Emerald Crypto,EMD,"$3,630.87",$0.002044,1.776.235 EMD,"-0,16%","-14,91%","-23,06%",,2013_08_25
46,HYC Hypercoin,HYC,"$3,552.22",$0.006936,512.150 HYC,"-0,16%","1,57%","-6,64%",,2013_08_25
47,ELC Elacoin,ELC,"$1,781.65",$0.07876,22.621 ELC,"-0,16%","98,29%","63,14%",,2013_08_25
